method_id,measurement_type,stop_id,time,value,trip_id,line_id
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:44:00,0.0,L14_T018,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,06:15:00,0.0,L14_T019,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:48:00,0.0,L14_T020,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:06:00,0.0,L14_T021,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:30:00,0.0,L14_T022,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:58:00,0.0,L14_T023,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:15:00,0.0,L14_T024,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:24:00,0.0,L14_T025,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:20:00,0.0,L14_T026,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:10:00,0.0,L14_T027,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:00:00,0.0,L14_T028,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:51:00,0.0,L14_T029,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:33:00,0.0,L14_T030,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:42:00,0.0,L14_T031,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,06:45:00,0.0,L14_T032,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,06:55:00,0.0,L14_T033,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,06:35:00,0.0,L14_T034,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:39:00,0.0,L14_T035,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:06:00,0.0,L14_T036,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:13:00,0.0,L14_T037,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:31:00,0.0,L14_T038,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:18:00,0.0,L14_T039,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:56:02,0.0,L14_T040,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:12:02,0.0,L14_T041,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:54:02,0.0,L14_T042,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:00:00,0.0,L14_T043,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:46:00,0.0,L14_T044,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:05:00,0.0,L14_T045,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:40:00,0.0,L14_T046,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:31:00,0.0,L14_T047,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:45:00,0.0,L14_T048,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:03:02,0.0,L14_T049,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:25:00,0.0,L14_T050,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:15:00,0.0,L14_T051,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:35:00,0.0,L14_T052,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:21:02,0.0,L14_T053,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:34:02,0.0,L14_T054,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:21:00,0.0,L14_T055,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:51:00,0.0,L14_T056,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:44:02,0.0,L14_T057,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:35:02,0.0,L14_T058,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:26:02,0.0,L14_T059,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:20:02,0.0,L14_T060,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:30:02,0.0,L14_T061,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:40:00,0.0,L14_T063,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:01:00,0.0,L14_T064,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:08:00,0.0,L14_T065,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:11:00,0.0,L14_T066,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:40:00,0.0,L14_T067,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:50:00,0.0,L14_T068,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,08:59:00,0.0,L14_T069,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:10:00,0.0,L14_T070,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,07:29:00,0.0,L14_T071,
synthetic_all_stop_counts,alighting,BERNEX_LUCHEPELET,09:17:00,0.0,L14_T072,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:55:00,0.0,L14_T001,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:25:00,0.0,L14_T002,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:06:00,0.0,L14_T003,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:38:00,0.0,L14_T004,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:42:00,0.0,L14_T005,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:52:00,0.0,L14_T006,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:02:00,0.0,L14_T007,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:12:00,0.0,L14_T008,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:21:00,0.0,L14_T009,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:26:00,0.0,L14_T010,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:16:00,0.0,L14_T011,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:30:00,0.0,L14_T012,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:57:00,0.0,L14_T013,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:48:00,0.0,L14_T014,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:35:00,0.0,L14_T017,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:45:00,0.0,L14_T018,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:16:00,0.0,L14_T019,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:50:00,0.0,L14_T020,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:07:00,0.0,L14_T021,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:31:00,0.0,L14_T022,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:59:00,0.0,L14_T023,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:16:00,0.0,L14_T024,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:25:00,0.0,L14_T025,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:21:00,0.0,L14_T026,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:11:00,0.0,L14_T027,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:01:00,0.0,L14_T028,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:52:00,0.0,L14_T029,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:34:00,0.0,L14_T030,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:43:00,0.0,L14_T031,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:47:00,0.0,L14_T032,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:57:00,0.0,L14_T033,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:37:00,0.0,L14_T034,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:40:00,0.0,L14_T035,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:05:00,0.0,L14_T036,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:12:00,0.0,L14_T037,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:30:00,0.0,L14_T038,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:17:00,0.0,L14_T039,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:56:00,0.0,L14_T040,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:12:00,0.0,L14_T041,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:54:00,0.0,L14_T042,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,06:59:00,0.0,L14_T043,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:45:00,0.0,L14_T044,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:04:00,0.0,L14_T045,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:39:00,0.0,L14_T046,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:30:00,0.0,L14_T047,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:44:00,0.0,L14_T048,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:03:00,0.0,L14_T049,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:24:00,0.0,L14_T050,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:14:00,0.0,L14_T051,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:34:00,0.0,L14_T052,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:21:00,0.0,L14_T053,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:34:00,0.0,L14_T054,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:20:00,0.0,L14_T055,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:50:00,0.0,L14_T056,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:44:00,0.0,L14_T057,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:35:00,0.0,L14_T058,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:26:00,0.0,L14_T059,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:20:00,0.0,L14_T060,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:30:00,0.0,L14_T061,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:39:00,0.0,L14_T063,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:00:00,0.0,L14_T064,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:07:00,0.0,L14_T065,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:10:00,0.0,L14_T066,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:39:00,0.0,L14_T067,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:49:00,0.0,L14_T068,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,08:58:00,0.0,L14_T069,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:09:00,0.0,L14_T070,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,07:28:00,0.0,L14_T071,
synthetic_all_stop_counts,alighting,BERNEX_PRE_MARAIS,09:16:00,0.0,L14_T072,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:56:00,0.0,L14_T001,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:26:00,0.0,L14_T002,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:07:00,0.0,L14_T003,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:39:00,0.0,L14_T004,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:43:00,0.0,L14_T005,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:53:00,0.0,L14_T006,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:03:00,0.0,L14_T007,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:13:00,0.0,L14_T008,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:22:00,0.0,L14_T009,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:27:00,0.0,L14_T010,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:17:00,0.0,L14_T011,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:31:00,0.0,L14_T012,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:58:00,0.0,L14_T013,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:49:00,0.0,L14_T014,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:36:00,0.0,L14_T017,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:46:00,0.0,L14_T018,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:17:00,0.0,L14_T019,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:51:00,0.0,L14_T020,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:08:00,0.0,L14_T021,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:32:00,0.0,L14_T022,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:00:00,0.0,L14_T023,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:17:00,0.0,L14_T024,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:26:00,0.0,L14_T025,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:22:00,0.0,L14_T026,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:12:00,0.0,L14_T027,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:02:00,0.0,L14_T028,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:53:00,0.0,L14_T029,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:35:00,0.0,L14_T030,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:44:00,0.0,L14_T031,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:48:00,0.0,L14_T032,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:58:00,0.0,L14_T033,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:38:00,0.0,L14_T034,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:41:00,0.0,L14_T035,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:04:00,0.0,L14_T036,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:11:00,0.0,L14_T037,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:29:00,0.0,L14_T038,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:16:00,0.0,L14_T039,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:55:00,0.0,L14_T040,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:11:00,0.0,L14_T041,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:53:00,0.0,L14_T042,
synthetic_all_stop_counts,alighting,BERNEX_P_R,06:58:00,0.0,L14_T043,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:44:00,0.0,L14_T044,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:03:00,0.0,L14_T045,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:38:00,0.0,L14_T046,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:29:00,0.0,L14_T047,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:43:00,0.0,L14_T048,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:02:00,0.0,L14_T049,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:23:00,0.0,L14_T050,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:13:00,0.0,L14_T051,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:33:00,0.0,L14_T052,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:20:00,0.0,L14_T053,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:33:00,0.0,L14_T054,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:19:00,0.0,L14_T055,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:49:00,0.0,L14_T056,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:43:00,0.0,L14_T057,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:34:00,0.0,L14_T058,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:25:00,0.0,L14_T059,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:19:00,0.0,L14_T060,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:29:00,0.0,L14_T061,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:38:00,0.0,L14_T063,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:59:00,0.0,L14_T064,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:06:00,0.0,L14_T065,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:09:00,0.0,L14_T066,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:38:00,0.0,L14_T067,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:48:00,0.0,L14_T068,
synthetic_all_stop_counts,alighting,BERNEX_P_R,08:57:00,0.0,L14_T069,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:08:00,0.0,L14_T070,
synthetic_all_stop_counts,alighting,BERNEX_P_R,07:27:00,0.0,L14_T071,
synthetic_all_stop_counts,alighting,BERNEX_P_R,09:15:00,0.0,L14_T072,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:51:00,0.0,L14_T001,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,06:21:00,0.0,L14_T002,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:02:00,0.0,L14_T003,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:34:00,0.0,L14_T004,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,06:37:00,0.0,L14_T005,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,06:47:00,0.0,L14_T006,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,06:57:00,0.0,L14_T007,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:07:00,0.0,L14_T008,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:16:00,0.0,L14_T009,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:21:00,0.0,L14_T010,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:11:00,0.0,L14_T011,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:25:00,0.0,L14_T012,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:52:00,0.0,L14_T013,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:43:00,0.0,L14_T014,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:31:00,0.0,L14_T017,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:41:00,0.0,L14_T018,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,06:12:00,0.0,L14_T019,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,08:46:00,0.0,L14_T020,
synthetic_all_stop_counts,alighting,BERNEX_VAILLY,07:03:00,0.0,L14_T021,
