origin_stop_id,dest_stop_id,time_bin_id,true_flow,estimated_flow,error
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0700,20.700000762939453,63.65386448152014,42.953863718580685
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0730,36.79999923706055,11.065624436686525,-25.73437480037402
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0800,62.099998474121094,19.654962425541004,-42.44503604858009
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0830,31.049999237060547,59.16364333606963,28.113644099009086
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0700,52.5,9.428497414061166,-43.07150258593883
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0730,31.25,57.971415474941004,26.721415474941004
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0800,20.0,62.34888711122329,42.34888711122329
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0830,47.5,17.969677874936956,-29.530322125063044
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0700,10.5,11.250762310274887,0.7507623102748866
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0730,34.5,33.22512860391945,-1.274871396080549
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0800,23.25,23.174369289469123,-0.07563071053087711
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0830,15.0,16.586533780645492,1.5865337806454924
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0700,29.75,28.824429708146333,-0.925570291853667
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0730,15.300000190734863,16.55947132006988,1.2594711293350151
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0800,37.400001525878906,36.120049496901075,-1.2799520289778314
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0830,20.399999618530273,21.485230189896935,1.0852305713666617
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0700,17.100000381469727,40.93448869798641,23.834488316516683
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0730,30.399999618530273,11.68940748868965,-18.710592129840624
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0800,51.29999923706055,39.98747122856092,-11.312528008499626
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0830,25.649999618530273,32.389311405071844,6.73931178654157
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0700,44.099998474121094,19.674227529927453,-24.42577094419364
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0730,26.25,42.75067463709794,16.500674637097937
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0800,16.799999237060547,29.68391613186286,12.883916894802312
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0830,39.900001525878906,32.385021967870955,-7.514979558007951
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0700,16.100000381469727,16.303887505634638,0.20388712416491117
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0730,52.900001525878906,49.581193751368545,-3.3188077745103612
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0800,35.650001525878906,35.20588213744559,-0.44411938843331455
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0830,23.0,22.931771517357845,-0.06822848264215509
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0700,43.75,42.58607662608093,-1.1639233739190686
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0730,22.5,24.921648965617493,2.421648965617493
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0800,55.0,53.75925109187127,-1.2407489081287295
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0830,30.0,30.387110758395416,0.38711075839541564
