origin_stop_id,dest_stop_id,time_bin_id,true_flow,estimated_flow,error
LANCY_BACHET_GARE,GENEVE_EAUX_VIVES_GARE,t0830,20.25,31.084974670045145,10.834974670045145
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0700,35.70000076293945,11.751536943915893,-23.94846381902356
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0730,21.25,30.928179736146838,9.678179736146838
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0800,13.600000381469727,36.74479272492771,23.144792343457986
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0830,32.29999923706055,22.613171833631085,-9.686827403429461
MEYRIN_CERN,GENEVE_AUGUSTINS,t0700,13.300000190734863,27.960044676283363,14.6600444855485
MEYRIN_CERN,GENEVE_AUGUSTINS,t0730,43.70000076293945,14.88025906924494,-28.819741693694514
MEYRIN_CERN,GENEVE_AUGUSTINS,t0800,29.450000762939453,41.69260773295312,12.242606970013668
MEYRIN_CERN,GENEVE_AUGUSTINS,t0830,19.0,24.921334306220505,5.921334306220505
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0700,36.75,24.469359163136353,-12.280640836863647
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0730,18.899999618530273,51.74744884862436,32.847449230094085
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0800,46.20000076293945,33.78998343584536,-12.410017327094096
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0830,25.200000762939453,19.992686363551705,-5.207314399387748
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0700,20.700000762939453,64.10173768183213,43.40173691889268
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0730,36.79999923706055,14.80105136241207,-21.99894787464848
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0800,62.099998474121094,25.74336929502034,-36.35662917910075
MEYRIN_GRAVIERE,BERNEX_VAILLY,t0830,31.049999237060547,46.92242354610392,15.872424309043375
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0700,52.5,10.68089223558762,-41.81910776441238
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0730,31.25,53.63625799251086,22.386257992510863
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0800,20.0,57.407078327061036,37.407078327061036
MEYRIN_GRAVIERE,PETIT_LANCY_LES_ESSERTS,t0830,47.5,29.25253777488519,-18.24746222511481
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0700,10.5,11.631099916493934,1.131099916493934
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0730,34.5,33.437833559307684,-1.062166440692316
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0800,23.25,23.02679317657011,-0.22320682342989073
ONEX_SALLE_COMMUNALE,VERNIER_BOUCHET,t0830,15.0,16.23776242531587,1.2377624253158714
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0700,29.75,29.13291233746143,-0.6170876625385695
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0730,15.300000190734863,16.557938041121425,1.2579378503865613
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0800,37.400001525878906,37.45702692461005,0.05702539873114176
PETIT_LANCY_PLACE,MEYRIN_GRAVIERE,t0830,20.399999618530273,21.787351304193088,1.3873516856628143
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0700,17.100000381469727,52.380892550596144,35.28089216912642
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0730,30.399999618530273,7.004285770863618,-23.395713847666656
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0800,51.29999923706055,35.37703777436921,-15.92296146269134
THONEX_MOILLESULAZ,GENEVE_PONT_D_ARVE,t0830,25.649999618530273,29.97326031167244,4.323260693142167
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0700,44.099998474121094,8.799069553786005,-35.30092892033509
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0730,26.25,46.34760334086644,20.097603340866442
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0800,16.799999237060547,30.850318041237006,14.05031880417646
THONEX_MOILLESULAZ,LANCY_BACHET_GARE,t0830,39.900001525878906,35.5759799323673,-4.32402159351161
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0700,16.100000381469727,17.51576217533177,1.4157617938620426
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0730,52.900001525878906,50.823103926017566,-2.07689759986134
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0800,35.650001525878906,37.2862792126512,1.6362776867722957
VERNIER_AVANCHETS_ETANG,CAROUGE_GE_MARCHE,t0830,23.0,23.195279287418384,0.19527928741838352
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0700,43.75,41.47810004191268,-2.2718999580873174
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0730,22.5,25.692883791596536,3.192883791596536
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0800,55.0,53.72321013745158,-1.2767898625484193
VERNIER_BOUCHET,ONEX_SALLE_COMMUNALE,t0830,30.0,30.48306375985325,0.48306375985324834
